method,mae,rmse,mape,r2,time
rf,7.283167449833906,11.682575662782416,3.2579366629273165,0.8826156761165702,7.152557373046875e-07
xt,8.902653448177901,13.287996278194333,4.628490733366528,0.848137028463272,4.76837158203125e-07
ivf_rf,7.273567308293508,11.66990202127935,2.9939161762108646,0.8828702227056345,2.18418550491333
swf_rf,7.281550473605985,11.680660595726708,3.258864389408228,0.8826541574297548,2.0099730491638184
owf_rf,7.2817777117067495,11.681130394370125,3.2587525949575196,0.8826447178906386,2.1356842517852783
mrf_rf,7.253831207667506,11.645728356445353,3.3455597229517013,0.8833549779945612,2.8003017902374268
xgb,7.291832209839092,11.109234229832563,6.9722966141262015,0.8938490597797549,0.213484525680542
rf,6.9380706491656605,10.997771213189656,7.612485057379248,0.8959684762686327,7.152557373046875e-07
xt,8.578941586531748,12.795046352706073,10.48559812855008,0.8591881108573768,7.152557373046875e-07
ivf_rf,7.010738421455033,11.075869410583183,6.645228095238542,0.8944857172457007,2.2094805240631104
swf_rf,6.936694485349497,10.996010133220526,7.605244756176499,0.8960017908667377,2.041635751724243
owf_rf,6.936917319506671,10.996391592990307,7.607554888924269,0.8959945751911348,2.1220345497131348
mrf_rf,6.91320340000767,10.968575386908993,7.68847075157396,0.8965200888977497,2.805419683456421
xgb,7.513283170810373,11.508384866943727,15.104556187640773,0.8882117080983356,0.21180462837219238
rf,7.137228952035786,11.333503431877666,14.021669847076083,0.8915833642469094,4.76837158203125e-07
xt,8.829876319649804,13.138773239048819,14.481944166155195,0.8542940790519358,7.152557373046875e-07
ivf_rf,7.123399445200387,11.305307067064142,13.1803696669571,0.8921221477515083,2.1852779388427734
swf_rf,7.135594648539531,11.331597401505753,14.01794979716263,0.8916198274686034,2.0148327350616455
owf_rf,7.135667315423694,11.33179805115995,14.017622215324518,0.891615989238934,2.135366916656494
mrf_rf,7.137228952035784,11.333503431877666,14.021669847076096,0.8915833642469094,2.7800774574279785
xgb,7.253469946003902,11.054426894039942,7.3898630990982035,0.8949345794610725,0.25202322006225586
