method,mae,rmse,mape,r2,time
ivf_rf,2976.8658532298755,8695.117606924081,1.7208008908219412,0.03505330482550595,3.5371110439300537
swf_rf,2979.795074434699,8694.178265965144,1.7239307214432316,0.035261781590193,3.1708409786224365
owf_rf,2979.812417718536,8694.017696131981,1.723956049029681,0.03529741610781323,3.0723836421966553
mrf_rf,2943.206130630069,8711.732424442904,1.678754599137691,0.03136209982494986,4.39945387840271
xgb,3093.752461974536,12845.92962784488,1.9537403183814717,0.0022985899510468144,0.10491418838500977
rf,2990.084253479708,12754.709907074543,1.7796195065116096,0.016417756528980698,4.76837158203125e-07
xt,3007.1156870785817,12778.200569642786,1.896200307952173,0.012791445106811183,4.76837158203125e-07
ivf_rf,2986.4315024385724,12754.169532429842,1.7760043989973828,0.016501096981286767,3.49469256401062
swf_rf,2989.2072910465604,12754.633133930642,1.7788610769864937,0.01642959724890347,3.1334900856018066
owf_rf,2989.220663199931,12754.565988837414,1.7788353672470485,0.01643995297640466,2.9013662338256836
mrf_rf,2953.0133632092875,12758.491569138696,1.7165381920689098,0.015834422671080817,4.506429195404053
xgb,3243.7738253722982,13273.292462893862,1.8801775404696393,0.0022140447023271115,0.10001111030578613
rf,3092.146515512448,13108.40127833182,1.6429065577701383,0.026850610616899084,4.76837158203125e-07
xt,3125.6624020562576,13174.038827362832,1.7210142601284095,0.017080531103102703,7.152557373046875e-07
ivf_rf,3088.700588047183,13108.75299320854,1.6387688742456987,0.026798388274596352,3.4474499225616455
swf_rf,3091.1668382642124,13108.318536858911,1.6418713711695658,0.026862895800729758,3.0963618755340576
owf_rf,3091.163701938932,13108.148458203535,1.641852318833922,0.026888148280821422,2.8292388916015625
mrf_rf,3057.801002628945,13115.180895423668,1.598557282073185,0.025843731713024343,4.433913469314575
