method,accuracy,f1_micro,f1_macro,elapsed
owf_rf,0.19645293315143247,0.19645293315143247,0.11435795935999468,0.47762537002563477
mrf_rf,0.9845384265575261,0.9845384265575261,0.9846210402929534,5.504576206207275
xgb,0.9840836743974534,0.9840836743974534,0.9843406609457688,0.3183603286743164
rf,0.9854479308776717,0.9854479308776717,0.9856455581818662,0.31279492378234863
xt,0.9749886311959982,0.9749886311959982,0.9752458604537427,0.45009613037109375
ivf_rf,0.9854479308776717,0.9854479308776717,0.9856455581818662,1.3683240413665771
swf_rf,0.197362437471578,0.197362437471578,0.11424723383152147,0.4963266849517822
owf_rf,0.197362437471578,0.197362437471578,0.11424723383152147,0.4781014919281006
mrf_rf,0.9854479308776717,0.9854479308776717,0.9856616214499525,5.391548156738281
xgb,0.9799909049567985,0.9799909049567985,0.98019211806869,0.24799084663391113
rf,0.9804456571168713,0.9804456571168713,0.9806719336117222,0.30159759521484375
xt,0.9727148703956344,0.9727148703956344,0.9730751920258918,0.43797850608825684
ivf_rf,0.9799909049567985,0.9799909049567985,0.9802382122631016,1.3757083415985107
swf_rf,0.19872669395179626,0.19872669395179626,0.1154100535892912,0.48114681243896484
owf_rf,0.19872669395179626,0.19872669395179626,0.1154100535892912,0.47370171546936035
mrf_rf,0.9813551614370168,0.9813551614370168,0.9816428283129556,5.284860134124756
xgb,0.9781718963165075,0.9781718963165075,0.9783041771675087,0.22662997245788574
rf,0.9799909049567985,0.9799909049567985,0.980233942612257,0.30539417266845703
xt,0.9736243747157799,0.9736243747157799,0.9738592029613781,0.44469523429870605
ivf_rf,0.9804456571168713,0.9804456571168713,0.9806876152126087,1.3416504859924316
swf_rf,0.19417917235106866,0.19417917235106866,0.11286424526999035,0.48633551597595215
owf_rf,0.19417917235106866,0.19417917235106866,0.11286424526999035,0.47299861907958984
mrf_rf,0.9795361527967258,0.9795361527967258,0.9797033862870702,5.217257499694824
xgb,0.9781718963165075,0.9781718963165075,0.9784556530606956,0.24581074714660645
rf,0.9781718963165075,0.9781718963165075,0.9784491747681757,0.30820727348327637
xt,0.9718053660754888,0.9718053660754888,0.9719838179202973,0.43209409713745117
ivf_rf,0.9786266484765803,0.9786266484765803,0.9789116472840889,1.3408927917480469
swf_rf,0.19690768531150524,0.19690768531150524,0.11440516465439647,0.4808366298675537
owf_rf,0.19690768531150524,0.19690768531150524,0.11440516465439647,0.4842398166656494
mrf_rf,0.9786266484765803,0.9786266484765803,0.978854638092227,5.307751655578613
xgb,0.9799909049567985,0.9799909049567985,0.9802416344340182,0.24175047874450684
rf,0.9768076398362893,0.9768076398362893,0.9770600508902405,0.30397748947143555
xt,0.9686221009549796,0.9686221009549796,0.9691128976492893,0.46837329864501953
ivf_rf,0.9768076398362893,0.9768076398362893,0.9770600508902405,1.336571216583252
swf_rf,0.19190541155070487,0.19190541155070487,0.1115482598078564,0.5008025169372559
owf_rf,0.19190541155070487,0.19190541155070487,0.1115482598078564,0.48094916343688965
mrf_rf,0.9781718963165075,0.9781718963165075,0.978366516393765,5.327542304992676
xgb,0.9854479308776717,0.9854479308776717,0.9855742048340229,0.5023462772369385
rf,0.9836289222373806,0.9836289222373806,0.9838861344083101,0.3122105598449707
xt,0.9749886311959982,0.9749886311959982,0.9752857950826211,0.22551703453063965
ivf_rf,0.9836289222373806,0.9836289222373806,0.9838861344083101,1.3630154132843018
swf_rf,0.19645293315143247,0.19645293315143247,0.11435795935999468,0.4912881851196289
owf_rf,0.19645293315143247,0.19645293315143247,0.11435795935999468,0.4984471797943115
mrf_rf,0.9836289222373806,0.9836289222373806,0.9838883436121361,5.452516555786133
xgb,0.9836289222373806,0.9836289222373806,0.9837153924590016,0.21152305603027344
rf,0.9836289222373806,0.9836289222373806,0.9838974929933793,0.30863428115844727
xt,0.9804456571168713,0.9804456571168713,0.9806024188857456,0.47127485275268555
ivf_rf,0.9836289222373806,0.9836289222373806,0.9838974929933793,1.3910696506500244
swf_rf,0.19645293315143247,0.19645293315143247,0.11374060779300174,0.49413561820983887
owf_rf,0.19645293315143247,0.19645293315143247,0.11374060779300174,0.48869752883911133
mrf_rf,0.9831741700773079,0.9831741700773079,0.9833952978572649,5.363781213760376
xgb,0.9781718963165075,0.9781718963165075,0.9784643029914483,0.2681288719177246
rf,0.9799909049567985,0.9799909049567985,0.9801798446277938,0.35866880416870117
xt,0.969531605275125,0.969531605275125,0.9699642791050648,0.21192073822021484
ivf_rf,0.9799909049567985,0.9799909049567985,0.9801798446277938,1.38515305519104
swf_rf,0.1982719417917235,0.1982719417917235,0.11474945667773814,0.5088567733764648
owf_rf,0.1982719417917235,0.1982719417917235,0.11474945667773814,0.5177860260009766
mrf_rf,0.9799909049567985,0.9799909049567985,0.9801504267836953,5.409882068634033
xgb,0.9822646657571623,0.9822646657571623,0.9823994599178544,0.3120598793029785
rf,0.9854479308776717,0.9854479308776717,0.9855299130778767,0.3214383125305176
xt,0.9708958617553434,0.9708958617553434,0.9710342121008677,0.45598840713500977
ivf_rf,0.9854479308776717,0.9854479308776717,0.9855299130778767,1.473484754562378
swf_rf,0.19690768531150524,0.19690768531150524,0.11461200561370341,0.5098881721496582
owf_rf,0.19690768531150524,0.19690768531150524,0.11461200561370341,0.5579328536987305
mrf_rf,0.9859026830377444,0.9859026830377444,0.9859971786235509,5.6119654178619385
xgb,0.9840836743974534,0.9840836743974534,0.9841176761757555,0.47641682624816895
rf,0.9836289222373806,0.9836289222373806,0.9837324848738758,0.31454968452453613
xt,0.9763528876762164,0.9763528876762164,0.9764277829456484,0.46388697624206543
ivf_rf,0.9836289222373806,0.9836289222373806,0.9837324848738758,1.4137837886810303
swf_rf,0.1996361982719418,0.1996361982719418,0.11590596527419632,0.5483095645904541
owf_rf,0.1996361982719418,0.1996361982719418,0.11590596527419632,0.606468677520752
mrf_rf,0.9831741700773079,0.9831741700773079,0.9832295267542032,5.671786308288574
xgb,0.9786266484765803,0.9786266484765803,0.978970699862375,0.21242356300354004
rf,0.9836289222373806,0.9836289222373806,0.9839612263505755,0.30634403228759766
xt,0.975443383356071,0.975443383356071,0.9757879728700873,0.4725005626678467
ivf_rf,0.9836289222373806,0.9836289222373806,0.9839612263505755,1.362278699874878
swf_rf,0.19326966803092316,0.19326966803092316,0.1125476901450538,0.512678861618042
owf_rf,0.19326966803092316,0.19326966803092316,0.1125476901450538,0.4900166988372803
mrf_rf,0.9845384265575261,0.9845384265575261,0.984857994268256,5.413591146469116
